RMS,Variance,Skewness,Kurtosis,CrestFactor,ShapeFactor,ImpulseFactor,MarginFactor,Peak1,Peak2,Peak3,PeakLocs1,PeakLocs2,PeakLocs3,FalutID
234.62106,55073.723,-1.116595983505249,27.088413,7.970213,3.7939742,30.238781,576.05054,53676.082,52982.195,52462.84,867.1875,843.75,890.625,3
980.4028,961637.4,-0.37345725297927856,11.981668,5.274061,2.2816384,12.0335,87.56099,236665.58,232806.06,216415.62,1125.0,703.125,1148.4375,3
1375.9653,1894142.1,-0.20321904122829437,5.8836436,4.317555,1.6847856,7.2741547,28.761337,417769.16,361862.78,354587.28,726.5625,2929.6875,1171.875,3
1405.7502,1976886.5,-0.18581146001815796,5.457885,4.226075,1.5636288,6.608013,20.79395,427847.0,403605.03,360181.78,726.5625,2929.6875,1171.875,3
1407.8632,1982679.5,-0.17808304727077484,5.429381,4.2197328,1.5457927,6.522832,19.435658,396029.94,394869.0,361535.3,726.5625,2929.6875,1171.875,3
1367.8668,1871444.9,-0.0469156913459301,5.395496,4.608353,1.5372108,7.08401,19.610369,382369.25,350474.53,308027.12,2929.6875,2906.25,1101.5625,3
1214.9778,1476648.1,0.1245402991771698,5.755704,5.338843,1.5160351,8.093873,21.733822,364925.9,364324.97,278717.38,2929.6875,1101.5625,1476.5625,3
1197.9032,1435593.5,0.1318696290254593,5.99523,5.414941,1.5307106,8.288708,22.34379,363324.0,358048.8,270426.94,2929.6875,1101.5625,1476.5625,3
1191.5243,1420387.2,0.1403786987066269,6.100913,5.44393,1.5415477,8.392077,22.752102,368207.06,354347.06,260701.39,2929.6875,1101.5625,375.0,3
1117.9469,1249917.9,0.08974416553974152,5.725917,5.8022213,1.5287002,8.869857,22.09384,358273.78,291371.06,214044.62,2929.6875,2906.25,2976.5625,3
1257.513,1582084.5,-0.29133105278015137,7.271146,4.439185,1.594026,7.0761766,24.832462,361213.56,309172.56,264474.8,2929.6875,1101.5625,2953.125,3
1276.8792,1631215.5,-0.2738378942012787,6.888755,4.371857,1.5662948,6.8476167,23.913591,363906.44,359888.1,311620.78,1101.5625,2929.6875,1453.125,3
1280.09,1639400.2,-0.28443214297294617,6.8343043,4.3608913,1.5590874,6.7990108,23.561213,380112.72,335791.66,332455.72,1101.5625,2929.6875,1453.125,3
1257.6747,1582053.4,-0.08626668900251389,6.776474,4.4386144,1.5366277,6.8204975,23.433382,448689.06,352082.6,313061.38,1101.5625,937.5,960.9375,3
1073.3444,1152566.6,0.2558675706386566,4.7785406,4.5931416,1.48031,6.799273,17.030294,256326.22,247961.88,241174.53,1101.5625,1476.5625,2929.6875,3
1049.2162,1101392.1,0.26606473326683044,5.094332,4.698767,1.4992259,7.044513,17.658192,267460.62,265347.44,240497.34,1453.125,2929.6875,820.3125,3
1043.8058,1090022.2,0.28116267919540405,5.1756105,4.7231226,1.504128,7.1041803,17.842672,262631.94,254225.64,228011.86,1453.125,2929.6875,937.5,3
1054.7015,1112654.8,-0.4046499729156494,7.208866,4.3718295,1.5305107,6.691131,25.408495,297970.53,296854.6,242998.11,1476.5625,2929.6875,796.875,3
1176.9142,1385803.0,-0.43160954117774963,9.216851,4.9255586,1.6054207,7.907594,26.914854,350585.88,301075.9,299335.8,1476.5625,2929.6875,1453.125,3
1180.0461,1393186.8,-0.42724594473838806,9.130884,4.9124856,1.6031818,7.875608,26.79078,346449.47,321662.56,294433.3,1476.5625,1453.125,2929.6875,3
1185.9281,1407109.1,-0.42825549840927124,8.97236,4.888121,1.5911798,7.7778797,26.352293,307546.7,294762.6,286161.22,2929.6875,1476.5625,1500.0,3
1189.5045,1415491.6,-0.21810315549373627,8.015459,4.873424,1.5796977,7.6985373,26.11702,312514.4,302927.84,293801.0,1101.5625,2929.6875,1570.3125,3
1052.9619,1109223.1,-0.11590852588415146,5.518552,4.095889,1.4949946,6.1233325,20.698214,365040.84,265834.88,246509.56,2929.6875,1101.5625,2953.125,3
1051.3354,1105846.2,-0.09835599362850189,5.5362334,4.102226,1.4944646,6.1306314,20.75297,415203.03,278609.06,265138.9,2929.6875,1101.5625,1476.5625,3
1040.0704,1082274.2,-0.09441117197275162,5.7359324,4.146657,1.5111362,6.2661633,21.403698,375405.97,274514.25,247850.97,2929.6875,1101.5625,1476.5625,3
994.79755,990105.44,-0.0704813301563263,5.115044,3.490452,1.5073665,5.2613907,16.933924,279796.9,250862.31,222504.55,2929.6875,2906.25,984.375,3
1070.0234,1145416.6,-0.047476381063461304,5.4769673,4.6109767,1.529234,7.0512624,19.798298,308006.53,225390.77,221178.2,2929.6875,1476.5625,1171.875,3
1075.1539,1156518.9,-0.05763538181781769,5.4235806,4.5889735,1.5337559,7.0383654,19.872295,340190.66,272813.8,246889.06,2929.6875,1453.125,1171.875,3
1088.1279,1184478.5,-0.045480888336896896,5.2364073,4.5342584,1.5147188,6.868126,19.175074,344452.22,265939.88,244990.6,2929.6875,1171.875,1476.5625,3
1057.2499,1118318.0,0.09130731970071793,4.9167747,4.666686,1.4841572,6.9260955,19.073952,287465.34,260371.78,235712.14,914.0625,2929.6875,937.5,3
1050.4073,1103894.1,0.1083240807056427,4.6393013,3.9947333,1.4778821,5.903745,16.776857,365785.62,251375.05,238911.6,2929.6875,1476.5625,937.5,3
1050.3507,1103763.9,0.10457190871238708,4.6407895,3.9949486,1.480053,5.9127355,16.876116,356599.53,287022.12,275890.94,2929.6875,937.5,1476.5625,3
1037.0938,1076087.6,0.10444376617670059,4.8014493,4.0460153,1.4996624,6.067657,17.512686,333454.88,237957.6,230185.25,2929.6875,1476.5625,937.5,3
1026.8705,1054977.5,0.11431576311588287,5.580187,4.380273,1.5294918,6.6995916,19.670261,255000.5,226308.6,222930.77,2929.6875,1828.125,1500.0,3
1102.1671,1215365.4,-0.16429071128368378,6.119885,4.2401114,1.5651243,6.6363006,20.652184,372424.03,344557.78,304138.97,1101.5625,1125.0,1476.5625,3
1086.5227,1181108.2,-0.1715884953737259,6.4136133,4.3011627,1.596178,6.865422,21.701712,347516.97,324669.44,320491.44,1125.0,1453.125,1476.5625,3
1089.3654,1187287.8,-0.1774558573961258,6.350783,4.289939,1.5876807,6.8110538,21.484274,325294.78,322173.47,309572.62,1101.5625,1476.5625,1453.125,3
1086.9452,1182022.5,-0.3024347126483917,6.2250166,4.3030534,1.5824225,6.8092484,21.453415,376335.12,316222.4,286168.06,2929.6875,1148.4375,1125.0,3
928.23114,862033.2,-0.13091109693050385,5.9328413,5.038813,1.541459,7.767123,21.450035,291576.84,247972.97,224080.62,2929.6875,375.0,1476.5625,3
929.2847,863991.9,-0.13191136717796326,5.9064636,5.0331,1.5338427,7.719984,21.143272,305178.2,248488.84,211440.19,2929.6875,375.0,2953.125,3
923.64374,853516.2,-0.11790367215871811,6.0350313,5.063839,1.5446548,7.821883,21.506891,267501.53,229843.56,200158.55,2929.6875,375.0,2953.125,3
1002.48724,1005471.3,0.14196963608264923,7.2031536,5.8444304,1.5792522,9.22983,24.416243,256489.12,243950.75,214628.78,1523.4375,1500.0,726.5625,3
1041.1879,1084597.8,0.07787076383829117,7.2145905,5.627195,1.5903277,8.949083,24.339987,253887.3,246859.92,237719.45,1546.875,1359.375,1570.3125,3
1041.8887,1086060.6,0.07730337232351303,7.194447,5.6234097,1.5883774,8.9320965,24.334103,261533.6,256068.8,224089.5,1570.3125,1546.875,1335.9375,3
1047.4427,1097644.9,0.047313347458839417,7.059554,5.593591,1.5786902,8.830548,23.950598,292075.62,243855.83,243307.31,1546.875,1359.375,679.6875,3
986.6061,973797.1,-0.1706337332725525,5.600368,4.5661225,1.526369,6.969588,21.180346,314722.94,249819.67,249183.4,1476.5625,2929.6875,750.0,3
956.16376,914674.06,-0.43997621536254883,5.7157397,3.6816075,1.5325551,5.6422663,19.206358,323010.12,275009.66,271334.75,1476.5625,1453.125,2929.6875,3
976.5387,954092.75,-0.4208637773990631,5.353345,3.6047928,1.5007658,5.40995,18.180288,323989.62,321913.88,298266.8,1453.125,1476.5625,2929.6875,3
972.68024,946547.25,-0.4142630994319916,5.431645,3.6190925,1.515568,5.4849806,18.637568,311468.62,299286.84,289750.72,1453.125,2929.6875,1476.5625,3
1058.0228,1119902.9,-0.3596258759498596,6.3339643,4.1187377,1.574437,6.4846935,21.059591,313595.62,268270.78,259918.2,1101.5625,1828.125,2976.5625,3
1063.7427,1132100.8,0.14858326315879822,6.2906656,5.0614233,1.556092,7.87604,22.819996,339612.5,283072.75,264022.25,1101.5625,1125.0,1828.125,3
1050.417,1103914.6,0.15439490973949432,6.5655513,5.125633,1.579286,8.09484,23.632208,309435.88,296218.66,244588.14,1101.5625,1125.0,1828.125,3
1063.8005,1132222.2,0.14751316606998444,6.320826,5.0611477,1.5610204,7.900555,22.813862,359540.03,277853.22,259423.14,1101.5625,1078.125,1476.5625,3
923.82275,853842.7,0.46313899755477905,6.4219975,5.828014,1.5212399,8.865807,21.28409,260046.97,197455.6,191578.66,1101.5625,726.5625,1078.125,3
966.3987,934335.06,0.03530965372920036,6.367774,4.980216,1.5450934,7.6948986,23.704082,314262.34,242572.4,241290.98,1101.5625,726.5625,750.0,3
968.8341,939095.8,0.041382912546396255,6.3337717,4.9676967,1.5471692,7.685868,23.825474,368927.72,265428.34,246473.53,1101.5625,750.0,726.5625,3
949.12415,901276.4,0.047239936888217926,6.7157655,5.0708585,1.5711207,7.9669304,25.010176,326215.66,242007.11,232392.2,1101.5625,726.5625,1125.0,3
1005.2269,1010974.6,0.04425511136651039,5.775479,4.605577,1.560793,7.188352,23.130766,296400.5,261568.95,251297.67,1101.5625,1476.5625,750.0,3
972.60474,946396.6,0.055041681975126266,5.0310926,3.9682627,1.5296669,6.07012,19.13955,358153.1,303067.5,276830.16,1476.5625,1453.125,2929.6875,3
964.11774,929974.6,0.0564362071454525,5.1539187,4.003195,1.5409223,6.168612,19.505358,355970.06,333039.44,279016.16,1476.5625,1453.125,2929.6875,3
962.0578,926006.06,0.05524154007434845,5.193821,4.0117664,1.548467,6.2120876,19.745182,352025.9,299880.4,278845.97,1476.5625,1453.125,2929.6875,3
874.58984,765263.06,-0.07471529394388199,5.2780743,4.218046,1.5329671,6.4661264,20.852962,247582.2,230695.7,224389.11,2906.25,1476.5625,2929.6875,3
862.32935,743972.4,-0.02632315456867218,5.4904943,4.4294724,1.5428537,6.8340282,19.828114,243303.47,226211.58,208899.98,2929.6875,1828.125,2203.125,3
861.4864,742520.2,-0.015264962799847126,5.5083137,4.4338064,1.5474735,6.8611984,20.023872,234051.81,230066.38,214481.75,2929.6875,1828.125,2203.125,3
860.53613,740876.6,-0.004010759759694338,5.527877,4.4387026,1.5514957,6.8866277,20.267954,220710.45,218712.34,182338.16,2929.6875,2203.125,1828.125,3
929.6536,864660.56,0.05415860936045647,6.155431,4.108696,1.604125,6.5908623,19.731861,258660.92,252524.9,238925.75,1101.5625,1429.6875,1125.0,3
885.40356,784315.75,-0.12479977309703827,6.867215,4.2077775,1.6261041,6.8422847,22.954937,284484.0,279416.0,254097.66,914.0625,1101.5625,1125.0,3
885.9129,785219.44,-0.13268645107746124,6.86316,4.2053585,1.6249146,6.8333483,22.905048,300731.7,277068.84,247696.86,914.0625,1101.5625,1476.5625,3
885.0599,783666.4,-0.14201253652572632,6.8929224,4.2094116,1.6256495,6.8430276,22.83322,285162.38,265239.7,255216.25,914.0625,1101.5625,1125.0,3
829.36285,688149.75,-0.2443046122789383,7.312425,4.9813404,1.6026205,7.9831986,24.895214,245430.56,209795.44,192694.94,2929.6875,1500.0,1804.6875,3
773.96606,599313.1,-0.0714515894651413,6.50229,5.337881,1.5518318,8.283494,24.81967,229899.4,209082.95,205953.81,1453.125,2953.125,1476.5625,3
779.891,608521.0,-0.06668605655431747,6.3482847,5.2973285,1.5473605,8.1968775,24.507433,232829.73,229309.95,225664.98,1453.125,2953.125,1476.5625,3
783.79205,614624.75,-0.0743698701262474,6.234945,5.2709627,1.5418884,8.127236,24.348354,240465.12,231756.8,216137.5,1453.125,2953.125,375.0,3
768.00555,589990.7,0.041169166564941406,5.211475,4.6815605,1.5046775,7.0442386,19.6984,221234.12,199790.17,173486.52,1476.5625,1500.0,2929.6875,3
762.537,581746.5,0.03192369267344475,5.423714,4.715134,1.5104373,7.121915,19.935724,208705.83,204101.73,162153.58,914.0625,937.5,1476.5625,3
767.004,588582.5,0.009220736101269722,5.3120794,4.6876736,1.4920954,6.9944553,19.351551,224444.88,195274.53,187627.38,937.5,2953.125,914.0625,3
763.6947,583512.94,0.016665533185005188,5.39384,4.7079864,1.4946814,7.0369396,19.368,208838.25,193926.3,164969.89,937.5,914.0625,2953.125,3
778.7604,606754.4,-0.39353662729263306,6.537274,4.8162937,1.5303248,7.3704934,22.395212,202533.95,185207.62,172121.39,773.4375,1476.5625,1054.6875,3
798.3413,637635.44,-0.3366565406322479,6.7421603,4.8359537,1.5473402,7.4828653,22.559256,254200.86,198667.27,193546.36,1429.6875,1406.25,1054.6875,3
787.9344,621142.8,-0.32566601037979126,7.040406,4.899826,1.5782542,7.7331715,23.70311,208290.12,208266.77,204926.69,1406.25,1453.125,1429.6875,3
791.244,626372.9,-0.3245980441570282,6.935704,4.879331,1.5703509,7.662262,23.550028,211158.19,206955.62,206203.3,1429.6875,1453.125,1406.25,3
831.4747,691568.7,-0.06885359436273575,5.451698,4.643246,1.5501165,7.197572,20.705404,190681.55,185397.61,180045.56,1500.0,1101.5625,1406.25,3
819.3214,671615.44,-0.08817823231220245,5.2741485,4.2696166,1.5466812,6.603736,18.555254,245417.84,221244.2,214256.0,1476.5625,1125.0,843.75,3
819.89886,672562.5,-0.08650027215480804,5.247814,4.2666097,1.5361841,6.554298,18.305458,295495.75,207134.28,204420.92,1476.5625,1125.0,1101.5625,3
818.56885,670378.44,-0.07930930703878403,5.283955,4.273542,1.5432833,6.5952864,18.430105,300571.5,205809.16,198950.16,1476.5625,1101.5625,3000.0,3
777.4561,604651.1,-0.004291397985070944,6.2891273,5.3224254,1.5609463,8.308021,22.729752,204652.38,181755.86,180836.44,843.75,1171.875,1570.3125,3
