RMS,Variance,Skewness,Kurtosis,CrestFactor,ShapeFactor,ImpulseFactor,MarginFactor,Peak1,Peak2,Peak3,PeakLocs1,PeakLocs2,PeakLocs3,FalutID
643.3885,413100.72,1.5985826253890991,20.653446,6.6391015,3.6673622,24.34799,460.50153,253364.6,249878.33,248335.0,375.0,351.5625,398.4375,4
2352.6875,5536643.5,0.3856160342693329,8.730859,5.66661,2.0906756,11.847043,70.60517,1545312.0,1445333.4,1168002.2,398.4375,375.0,421.875,4
3217.858,10359135.0,0.2567020058631897,5.035668,4.143055,1.5926557,6.5984597,23.756075,2655597.2,2364942.8,1109318.2,398.4375,375.0,421.875,4
3269.9658,10697636.0,0.2445499300956726,4.740644,4.077034,1.4807895,6.0372295,17.318302,2858088.5,2389359.2,893974.0,398.4375,375.0,421.875,4
3255.398,10597761.0,0.27580949664115906,4.836599,4.0952787,1.4723029,6.0294905,16.219616,2684935.0,2100662.8,1271226.1,398.4375,375.0,421.875,4
3286.3555,10803035.0,0.18783827126026154,4.507553,3.9954078,1.4746047,5.8916473,16.049383,2208157.8,2204916.2,1057722.1,421.875,398.4375,351.5625,4
3276.1921,10738285.0,0.07540472596883774,4.131115,3.311714,1.4756483,4.886925,13.851612,2765671.2,1937642.0,1445841.6,398.4375,375.0,421.875,4
3296.6519,10872840.0,0.09195911884307861,4.052635,3.2911608,1.4638468,4.817755,13.554217,2946314.5,2247376.2,991099.94,398.4375,375.0,421.875,4
3318.8386,11020003.0,0.08193419128656387,3.974621,3.269159,1.4574401,4.764604,13.387034,2847024.8,1960999.8,1403940.5,398.4375,375.0,421.875,4
3127.7554,9781433.0,-0.06266266852617264,4.148952,3.4688811,1.4633499,5.0761867,14.088352,2073353.8,1858137.6,1492636.2,398.4375,421.875,351.5625,4
2941.9524,8657005.0,0.10393594205379486,4.219419,4.2847424,1.4389232,6.1654153,15.675598,2576847.0,1674502.1,1293249.9,398.4375,375.0,421.875,4
2919.9058,8530007.0,0.0752389132976532,4.309844,4.317094,1.4472679,6.2479916,15.940361,2664136.2,2019362.0,857159.7,398.4375,375.0,421.875,4
2884.4016,8322722.0,0.05794059485197067,4.4524765,4.370233,1.455709,6.361788,16.284002,2491988.2,1723833.5,1278465.5,398.4375,375.0,421.875,4
2888.7156,8340993.5,0.25329211354255676,4.5878315,4.3637066,1.466413,6.398997,16.026602,1885268.4,1862801.5,1277417.8,398.4375,421.875,351.5625,4
2935.6555,8622256.0,-0.016681483015418053,4.60277,3.7962334,1.4831643,5.630438,15.975239,2355331.5,1742497.5,1079355.6,398.4375,375.0,421.875,4
2932.8726,8605880.0,-0.0023941537365317345,4.6131897,3.7998357,1.4825522,5.6334543,15.939239,2487094.2,2026036.8,649921.1,398.4375,375.0,421.875,4
2939.174,8639491.0,0.027180897071957588,4.601654,3.791689,1.4887748,5.6449704,16.069681,2315277.0,1795626.1,1002752.56,398.4375,375.0,421.875,4
2785.1902,7760308.0,-0.008282561786472797,4.279926,3.5230005,1.4475313,5.0996537,15.1853,2008935.0,1788861.2,1041885.25,398.4375,421.875,351.5625,4
2852.3865,8139753.5,0.015658417716622353,4.284145,3.7751176,1.4457275,5.4577913,15.777538,2432511.8,1692661.4,1038807.06,398.4375,375.0,421.875,4
2839.7285,8067995.0,0.03374231979250908,4.353795,3.7919452,1.4563692,5.522472,16.05099,2537782.0,1948648.1,645379.5,398.4375,375.0,421.875,4
2843.708,8090441.5,0.029019247740507126,4.315198,3.7866387,1.4434705,5.465901,15.697127,2418567.0,1735345.9,970876.0,398.4375,375.0,421.875,4
2977.9358,8866019.0,0.0028424360789358616,4.280089,3.6159594,1.4529376,5.253763,15.18565,2178261.8,1959063.9,1133263.9,398.4375,421.875,351.5625,4
3075.106,9459270.0,0.00854410044848919,4.0709195,3.4025104,1.4475615,4.925343,13.886105,2667943.0,2121996.8,1160052.2,398.4375,375.0,421.875,4
3080.762,9495725.0,-0.02210443653166294,4.0421467,3.3962636,1.4448193,4.9069877,13.8659115,2829101.2,2362636.8,814508.2,398.4375,375.0,421.875,4
3082.0786,9503002.0,-0.03893404081463814,4.0431767,3.3948128,1.4450392,4.9056373,13.868773,2664453.5,2118967.8,1205972.2,398.4375,375.0,421.875,4
